,CID,TTDDemd
0,8929,0.570932984352
1,8930,0.356833010912
2,8931,3.12462997437
3,8933,0.212742999196
4,8934,0.213692992926
5,8935,0.665700018406
6,8936,1.26507997513
7,8937,0.614652991295
8,8938,0.666221022606
9,8939,0.26840698719
10,8940,0.193231999874
11,8941,0.130196005106
12,8942,0.352351993322
13,8943,0.287530004978
14,10861,2.24939990044
15,10862,0.428200006485
16,12122,0.0712812021375
17,12123,0.360594004393
18,12124,1.37128996849
19,12125,1.88771998882
20,12126,0.451151013374
21,12127,0.982612013817
22,12128,0.603142976761
23,12346,0.10106100142
24,12347,0.347534000874
25,12348,0.14203299582
26,12349,0.0717530027032
27,12350,1.18235003948
28,12351,0.490007996559
29,12352,0.169596999884
30,12353,0.19002699852
31,12354,0.256875991821
32,12355,0.413982987404
33,12356,0.678650021553
34,12357,0.624436974525
35,12358,2.01167011261
36,12401,0.924293994904
37,12402,0.864717006683
38,12405,0.142820999026
39,12406,1.20728003979
40,12407,0.575195014477
41,12408,0.937313973904
42,12659,0.355084002018
43,18061,0.260273009539
44,18062,0.36696100235
45,18539,1.60783994198
46,18540,0.431899994612
47,18541,2.3279800415
48,19196,0.56967997551
49,19197,1.08540999889
50,19418,1.49018001556
51,19419,0.576964974403
52,19420,0.632718980312
53,19421,0.561603009701
54,19422,0.670126020908
55,19423,1.77329003811
56,19503,0.192158997059
57,19509,1.02547001839
58,19510,1.26187002659
59,19671,0.714559972286
60,19770,0.14978800714
61,19773,0.710166990757
62,25134,4.79708003998
63,25135,1.70904004574
64,25482,2.32741999626
65,25483,0.426099985838
66,25484,2.64567995071
67,25485,0.573143005371
68,25486,0.641533970833
69,25487,0.574024021626
70,26203,0.548959970474
71,26204,1.17280995846
72,26205,0.426036000252
73,26206,0.581237971783
74,26207,0.751743018627
75,26208,1.51449000835
76,26209,0.284067004919
77,26210,0.388354986906
78,26211,0.360226988792
79,26212,0.500142991543
80,26213,0.570161998272
81,26214,0.720705986023
82,26215,0.340088009834
83,26216,0.765199005604
84,26252,0.351379990578
85,26253,0.702759981155
86,26254,0.175689995289
87,26255,0.533123016357
88,26256,0.852995991707
89,26257,0.852995991707
90,26258,2.04744005203
91,26259,0.64658498764
92,26260,0.408152014017
93,26269,0.554598987103
94,26270,0.900884985924
95,26271,0.291200011969
96,26496,0.426099985838
97,29697,0.66624802351
98,29698,0.728874027729
99,29699,0.501531004906
100,32687,2.53408002853
101,32688,1.20728003979
102,32689,1.73666000366
103,32721,1.3323700428
104,33426,2.57557988167
105,33666,0.286754012108
106,33676,0.57294601202
107,33705,0.869697988033
108,33706,1.17051005363
109,33744,3.05972003937
110,33781,0.289604008198
111,37260,0.470961987972
112,37261,0.248981997371
113,37265,0.13537800312
114,39768,0.156011000276
115,39769,0.752119004726
116,39770,0.752119004726
117,39771,0.869902014732
118,39772,2.42330002785
119,39773,0.443313002586
120,39774,0.703181028366
121,40093,0.253277003765
122,40094,1.29413998127
123,40095,0.426099985838
124,40096,0.214514002204
125,40097,0.573143005371
126,40098,2.3877799511
127,40594,0.0714005976915
128,40611,0.103634998202
129,40819,0.808757007122
130,40869,0.554598987103
131,41008,2.58087992668
132,41011,0.336255013943
133,41012,0.451135009527
134,41013,0.291191995144
135,41014,0.58929002285
136,41015,0.11125600338
137,41016,0.129571005702
138,41017,0.0710166990757
139,47395,0.338288992643
140,47396,0.76115000248
141,48481,1.63921999931
142,48482,0.647817015648
143,48483,2.80616998672
144,48484,0.427300006151
145,48485,2.15692996979
146,48581,1.00659000874
147,48582,0.0714104026556
148,48704,0.134363994002
149,48705,0.0671818032861
150,48738,0.889868974686
151,48739,1.44342005253
152,48740,0.331158012152
153,48741,0.720867991447
154,48743,1.42033004761
155,48751,3.15798997879
156,48780,0.636758983135
157,48782,1.20728003979
158,51770,0.338025987148
159,51771,0.476507991552
160,51772,0.665745973587
161,55631,0.598670005798
162,61515,0.235919997096
163,61516,2.61560988426
164,61517,0.692422986031
165,61518,0.791006982327
166,61531,0.140287995338
167,61714,0.717830002308
168,61737,0.527808010578
169,61738,2.33013010025
170,61739,1.10631000996
171,61740,0.285124987364
172,61830,0.836332023144
173,61831,2.36607003212
174,61863,1.00773000717
175,61864,0.940545022488
176,61917,0.353754997253
