,CID,TTDDemd
0,10624,0.50886797905
1,10626,0.359043985605
2,17566,0.909391999245
3,17571,0.4001930058
4,17572,0.869581997395
5,17574,0.579805016518
6,17575,0.417912006378
7,17576,0.533317029476
8,17577,0.242923006415
9,17581,0.327279001474
10,18094,0.438816994429
11,18095,0.69762301445
12,18096,0.902637004852
13,18201,0.729548990726
14,18212,0.0611580982804
15,18213,0.264578998089
16,18214,0.132289007306
17,18215,0.136319994926
18,18216,0.194703996181
19,18217,0.18840700388
20,18563,0.436287999153
21,18564,0.525883972645
22,18565,0.34018599987
23,25002,1.05253994465
24,25003,0.578043997288
25,25004,0.0946974009275
26,25005,0.931796014309
27,25130,0.576749026775
28,25132,0.19224999845
29,25373,0.271688014269
30,31776,0.295181006193
31,31777,0.336849987507
32,31778,0.554714024067
33,31779,0.621276974678
34,31780,0.344188988209
35,31782,0.564118027687
36,31783,0.172094002366
37,31784,0.282059013844
38,31786,0.0685644000769
39,31790,0.142661005259
40,31793,0.087383300066
41,31796,0.0645082965493
42,31797,0.150653004646
43,31798,0.36676800251
44,31799,0.158701002598
45,31800,0.293630003929
46,31801,0.074385099113
47,32134,0.361382007599
48,39079,0.0928248986602
49,39269,0.0726926028728
50,39272,0.359043985605
51,41119,0.473486989737
52,45182,0.158026993275
53,45184,0.316053986549
54,45191,0.143505007029
55,45193,0.135049000382
56,45194,0.263336986303
57,45195,0.184334993362
58,47390,0.257324010134
59,54021,0.277539014816
60,54022,0.387055009604
61,54023,0.251536995173
62,54024,0.111860997975
63,54025,0.202783003449
64,54026,0.269739985466
65,54027,0.906315982342
66,54279,0.361802995205
67,54280,0.450316995382
68,54281,0.908429980278
69,54653,0.312025010586
70,60094,0.0772301033139
71,60111,0.7790979743
72,60112,0.38954898715
73,60113,0.156201004982
74,60114,1.03880000114
75,60118,0.123746998608
76,60119,0.148550003767
77,60123,0.932924985886
78,60124,0.490918010473
79,60125,0.308921009302
80,60498,1.61742997169
81,60552,1.76643002033
82,60554,0.179821997881
83,60671,0.23177999258
84,60672,0.72375202179
85,60673,1.02094995975
86,60674,0.369037002325
87,60721,0.158943995833
88,61035,0.408223003149
