,CID,TTDDemd
0,4390,0.270260989666
1,4396,0.167603000998
2,4397,0.354835987091
3,4398,0.189625993371
4,4984,0.314796000719
5,4985,0.490687996149
6,4986,0.264699012041
7,4993,0.318093985319
8,4994,0.298660010099
9,4995,0.240091994405
10,5352,0.314328014851
11,5357,0.0737105980515
12,5358,0.311637997627
13,5640,0.127724006772
14,6002,1.20168995857
15,6010,0.0186384003609
16,6011,0.153506994247
17,6012,0.0559885017574
18,6135,0.361746996641
19,6137,0.571718990803
20,6138,0.260008990765
21,6472,2.27850008011
22,6473,0.474501013756
23,6474,0.267592012882
24,6475,0.178440004587
25,6477,0.130381003022
26,6478,0.427812993526
27,6479,0.116310998797
28,17532,1.28621995449
29,17533,4.03237009048
30,24340,1.12899005413
31,24341,2.50956988335
32,46642,0.288594007492
33,46647,0.185378998518
34,46648,0.473953992128
35,46649,0.462493985891
36,46650,0.911656022072
37,46651,0.327228993177
38,46652,0.500472009182
39,46653,0.142992004752
40,46654,0.870814025402
41,46655,0.571785986423
42,46656,0.381296992302
43,46657,0.231031000614
44,46658,0.0616841986775
45,46659,0.129143998027
46,46660,0.938310980797
47,46661,0.151623994112
48,46662,1.75225996971
49,46665,0.857685029507
50,46666,1.03368997574
51,46667,1.03120994568
52,46668,0.285690009594
53,46669,1.00872004032
54,46680,0.937313973904
55,46681,1.01479005814
56,46682,0.253259003162
57,53676,0.737313985825
58,53677,0.97970700264
59,53678,0.802305996418
60,53679,0.979157984257
61,53689,0.909116029739
62,53690,1.22955000401
63,53691,0.909582018852
64,53692,1.30736994743
