,CID,TTDDemd
0,162,1.51481997967
1,163,0.258823990822
2,164,0.326054006815
3,165,0.244540005922
4,166,0.242739006877
5,167,0.970956981182
6,3426,0.43112000823
7,3427,0.496959000826
8,3437,0.175569996238
9,3438,0.087785102427
10,3439,0.237121999264
11,3440,0.237121999264
12,3812,2.40440988541
13,3817,0.269445002079
14,9936,0.505618989468
15,9937,0.404495000839
16,11185,0.71374297142
17,11186,1.01575005054
18,11187,0.290212988853
19,11402,0.721430003643
20,11407,0.421220004559
21,11408,0.481880009174
22,11508,0.694180011749
23,11509,0.239930003881
24,11510,0.240833997726
25,11511,0.656085014343
26,11512,0.479860007763
27,11513,0.320098012686
28,11514,0.517167985439
29,11515,0.243007004261
30,11517,0.249072998762
31,11518,0.308524012566
32,11519,0.0711586996913
33,11520,0.925572991371
34,11521,0.325132012367
35,11522,0.797942996025
36,11523,1.19923996925
37,11524,0.562112987041
38,11525,1.77160000801
39,11715,0.805136024952
40,11716,0.26837900281
41,11717,1.69973003864
42,11887,1.717689991
43,11935,0.507623970509
44,11936,0.641556978226
45,11937,0.443145990372
46,11938,0.357762992382
47,12336,1.24143004417
48,12337,0.0827647969127
49,12338,0.743771016598
50,12340,0.0875179991126
51,12341,1.40504002571
52,12342,1.93632996082
53,12403,0.214658007026
54,12404,0.549630999565
55,17429,1.5796200037
56,17430,1.43891000748
57,18491,0.400366008282
58,18492,1.26556003094
59,18493,0.640586018562
60,18494,0.316390007734
61,18495,1.85557997227
62,18497,0.398283988237
63,18498,0.477939993143
64,18499,1.09237003326
65,18500,0.7965670228
66,18501,0.0780263990164
67,18502,0.16636300087
68,18503,0.158610001206
69,18505,0.0793047994375
70,18509,0.325132012367
71,18510,0.646153986454
72,18511,0.738461017609
73,18512,0.537649989128
74,18779,0.357838004827
75,18941,0.246270000935
76,18942,0.434056013823
77,18944,0.459369003773
78,18945,0.365235000849
79,18946,0.146722003818
80,19077,0.661130011082
81,19078,0.977334976196
82,19079,0.533092021942
83,19080,1.08694005013
84,19081,2.1556699276
85,19082,0.501666009426
86,19083,1.07082998753
87,19084,0.906090974808
88,19085,0.836109995842
89,19118,0.113053999841
90,19410,0.0540007017553
91,19411,1.93651998043
92,19413,0.247924000025
93,19504,0.286211013794
94,19505,0.247924000025
95,19506,0.241475000978
96,19507,0.661130011082
97,23048,0.265587002039
98,23049,0.70823097229
99,23050,1.9476300478
100,23526,0.631120026112
101,23527,0.397255986929
102,23528,0.631120026112
103,25007,0.14370700717
104,25297,0.480953991413
105,25396,0.447297990322
106,25397,0.71374297142
107,25398,1.8198299408
108,25399,0.160604000092
109,25400,0.161054000258
110,25401,0.158610001206
111,25803,0.366804003716
112,25869,0.570272982121
113,25870,1.924669981
114,25936,0.930311977863
115,25971,0.0565267987549
116,26190,0.0918698981404
117,26191,0.579353988171
118,26192,1.07594001293
119,26193,0.517431020737
120,26194,1.22308003902
121,26195,2.19262003899
122,26196,0.66526901722
123,26197,0.146173998713
124,26261,0.663543999195
125,26262,3.76539993286
126,26263,0.165885999799
127,26264,0.516819000244
128,26265,0.330565005541
129,26323,0.215837001801
130,26324,0.287782996893
131,31619,0.218363001943
132,31623,0.150897994637
133,31624,0.452695012093
134,31625,0.157036006451
135,31626,0.296140998602
136,31627,0.150897994637
137,31628,0.239897996187
138,32448,0.507553994656
139,32449,0.332336992025
140,32450,1.07748997211
141,32451,1.2829400301
142,32452,0.160626992583
143,32478,0.529057025909
144,32479,0.705408990383
145,32553,0.913962006569
146,32584,0.950102984905
