,CID,TTDDemd
0,667,0.0962698981166
1,668,0.192540004849
2,670,0.192540004849
3,946,3.57484006882
4,947,0.0753050968051
5,962,0.217658996582
6,4715,0.274627000093
7,4716,0.126439005136
8,4717,0.747959971428
9,4718,0.336223006248
10,4719,0.374635994434
11,4720,0.595363020897
12,6028,0.0680332034826
13,6032,0.412108004093
14,6033,0.138941004872
15,6035,0.517197012901
16,6036,1.00878000259
17,6037,0.0903528034687
18,6038,0.372873008251
19,6040,0.0394490994513
20,6041,0.037239599973
21,6042,0.0760399997234
22,6043,0.0769675001502
23,10921,0.364688009024
24,11168,0.701901972294
25,11169,0.201313003898
26,11170,0.661513984203
27,11880,0.956301987171
28,11881,0.1476559937
29,11882,0.656417012215
30,11883,0.948602020741
31,16743,1.37478995323
32,16744,0.0879226997495
33,16745,1.01941001415
34,18183,0.0774438008666
35,18184,6.02077007294
36,18185,0.0900245010853
37,18186,0.491777002811
38,18187,1.72584998608
39,18949,0.374926000834
40,18950,1.47960996628
41,24994,1.43165004253
42,25809,0.215745002031
43,25810,0.152827993035
44,25811,0.497729986906
45,25812,0.150425001979
46,25813,1.25055003166
47,32077,0.0671043992043
48,32078,0.461270987988
49,32080,0.280725002289
50,32081,0.393014997244
51,32083,0.288810014725
52,32267,1.54401004314
53,32268,0.762184023857
54,32269,0.0658223032951
55,32272,0.0761331990361
56,32273,0.0815317034721
57,32274,0.255733013153
58,32920,0.263273000717
59,39683,0.393781989813
60,39684,2.66226005554
61,40343,0.765398025513
62,40344,0.934908986092
63,47041,0.458485007286
64,47043,0.317283987999
65,47279,1.11706995964
66,47280,0.150608003139
67,47281,0.973460018635
68,47282,0.702817976475
69,47283,0.251756995916
70,47284,0.571021020412
71,48023,1.37468004227
72,48024,0.938780009747
73,48025,1.54895997047
74,48026,0.87157702446
75,48027,0.783457994461
76,54217,0.281677991152
77,54218,0.260648995638
78,54219,0.588849008083
79,54220,0.0812738016248
80,54221,0.260648995638
81,54222,0.176937997341
82,54223,0.146751999855
83,54226,0.245888993144
84,54227,0.189659997821
85,54231,0.143830001354
86,54232,0.215745002031
87,54233,0.0708571970463
88,54235,0.0735635980964
89,54236,0.303573012352
90,54237,0.598855018616
91,54238,0.127921998501
92,54910,0.699258029461
93,54911,2.48340988159
94,54912,0.791064023972
95,60653,0.661702990532
96,60654,0.262677013874
97,60655,1.17412996292
